verdict	tier	llm	originMatch	band	headword	reading	glossEn	ko_word	ko_origin	ko_definition	llm_reason	id
?	1	1	n	3	感嘆	かんたん	admiration, wonder, astonishment	감탄(0)	感歎/感嘆	마음속 깊이 느끼어 탄복함.	일본어의 '感嘆'과 한국어의 '감탄'은 모두 '탄복하다'라는 동일한 의미와 한자 어원을 공유하며, 한국 표준국어대사전에서 표기된 원어 한자 중 '歎'는 일본어 신자체 '嘆'에 해당하므로 같은 단어입니다.	1212490
?	1	1	n	3	坑内	こうない	within a pit or (mine) shaft	갱내(0)	坑內	광산에서, 광물을 채취하기 위하여 파 놓은 구덩이의 안.	일본어의 '坑内'와 한국어의 '갱내'는 모두 광산 구덩이 안이라는 동일한 뜻과 한자 구성을 공유하며, 한국 표준국어대사전 표제어에 일본어 원어 한자가 그대로 명시되어 있어 같은 단어임을 확인	1277400
?	1	1	n	3	拒絶	きょぜつ	refusal, rejection	거절(1)	拒絕	상대편의 요구, 제안, 선물, 부탁 따위를 받아들이지 않고 물리침.	두 표기 모두 '거절'이라는 동일한 의미의 단어이며, 일본어의 신자체 (拒絶) 와 한국의 정자 (拒絕) 는 같은 한자의 자형 차이일 뿐이다.	1232390
?	1	1	n	3	隔絶	かくぜつ	isolation, separation, remoteness, seclusion	격절(1)	隔絕	서로 사이가 떨어져서 연락이 끊어짐.	일본어의 '隔絶'과 한국어의 '격절'은 모두 '서로 연락이 끊김'이라는 동일한 의미와 한자 구성을 공유하며, 한국 표준국어대사전 표제어에 명시된 원어 한자가 일본어 표기와 일치하므로 같은 단어입니다.	1206390
?	1	1	n	3	計算機	けいさんき	calculator, computer	계산-기(0)	計算器/計算機	여러 가지 계산을 빠르고 정확하게 하기 위하여 사용하는 기기(機器). 수판, 계산자, 면적계, 전자계산기 따위를 통틀어 이른다.	계산기라는 단어의 의미와 사용 범위는 일본어의 '計算機'와 동일하며, 한국 표준국어대사전에서 표기된 원어 한자 '計算器/計算機'는 일본어 표기와 동일한 개념을 가리키는 것으로 확인된다.	1592560
?	1	1	n	3	勾玉	まがたま	magatama, comma-shaped bead from prehistoric Japan, usually made of jade	구옥(1)	句玉	예전에, 옥을 반달 모양으로 다듬어 끈에 꿰어서 장식으로 쓰던 구슬.	두 표기 모두 반달 모양의 구슬을 뜻하는 동일한 일본어 단어 '마가다마'를 나타내며, 한국 표준국어대사전은 일본어의 신자체 (勾) 를 정자 (句) 로 변환하여 표기한 차이일 뿐이다.	1603830
?	1	1	n	3	口内炎	こうないえん	mouth ulcer, stomatitis	구내-염(0)	口內炎	입안 조직에 생기는 염증.	일본어의 '口内炎'과 한국 표준국어대사전의 '구내염'은 모두 입안 점막의 염증을 뜻하는 동일한 개념으로, 한자 표기 차이만 있을 뿐 의미와 어원적 관계는 동일합니다.	1276740
?	1	1	n	3	技量	ぎりょう	ability, competency, talent, skill	기량(1)	技倆/伎倆	기술상의 재주.	일본어의 'ぎりょう'은 한국 표준국어대사전의 '기량 (技倆)'과 동일한 단어이며, 일본에서는 '技量'을 쓰지만 한국 사전 표제어는 통용되는 '伎倆'으로 표기된 경우로 한자 자형 차이만 존재한다.	1225250
?	1	1	n	3	寄付行為	きふこうい	deed of endowment or donation	기부^행위(0)	寄附行爲	일정한 공익 목적을 위하여 재산을 기부하는 행위.	일본어의 '寄付'와 한국어의 '기부'는 모두 재산을 무상으로 넘기는 동일한 개념을 지칭하며, 표기 차이는 일본 신자체 (寄) 와 한국 정자 (寄) 의 부수 단순화 차이로 인해 발생한 것뿐이다.	1778210
?	1	1	n	3	畿内	きない	Kinai (the five provinces in the immediate vicinity of Kyoto)	기내(1)	畿內	나라의 수도를 중심으로 하여 사방으로 뻗어 나간 가까운 행정 구역의 안.	일본어의 '畿内'와 한국어의 '기내'는 모두 동일한 한자 조합으로 같은 뜻 (수도 주변 지역) 을 지칭하므로 자형 차이만 있는 동일 단어입니다.	1780340
?	1	1	n	3	暖地	だんち	warm district, region of mild climate	난지(1)	暖地/煖地	따뜻한 지방이나 장소.	일본어의 '暖地'와 한국어의 '난지'는 모두 따뜻한 지역을 뜻하는 동일한 어원을 가진 단어이며, 한자 표기 차이만 있을 뿐 의미와 발음이 일치합니다.	1623600
?	1	1	n	3	暖炉	だんろ	fireplace, hearth, stove	난로(1)	暖爐/煖爐	난방 장치의 하나. 나무, 석탄, 석유, 가스 따위의 연료를 때거나 전기를 이용하여 열을 내어 방 안의 온도를 올리는 기구이다.	일본어의 '暖爐'와 한국어의 '난로'는 모두 '난방 장치'라는 동일한 의미와 기능을 지닌 단어이며, 한자 표기 차이 (煖 vs 暖) 는 일본어 신자체와 중국 정자/한자의 단순화 과정에서 발생한 자형 변이일 뿐 본질은 같습니다.	1419900
?	1	1	n	3	農機具	のうきぐ	agricultural machinery and equipment	농-기구(0)	農器具	농사를 짓는 데 쓰는 기구.	일본어의 '農機具'와 한국어의 '농기구'는 모두 농사 기구를 뜻하는 동일한 개념으로, 일본어 표기인 '機'가 한국 표준국어대사전에서는 부수 단순화 등으로 인해 '器'로 표기된 차이일 뿐 의미는 동일합니다.	1827260
?	1	1	n	3	大司教	だいしきょう	archbishop (Catholic)	대-사교(0)	大司敎	대교구를 주관하는 직위. 또는 그 직위에 있는 사람. 자기 관할 아래 있는 주교에 대한 교회 통치권과 주교권을 행사하는 수도(首都) 대주교와, 교황청에 근무하거나 바티칸 외교를 맡는 명의(名義) 대주교가 있다.	일본어의 '敎'는 한국 정자 '教'에 해당하며, 두 표기는 같은 단어의 한자 자형 차이일 뿐 뜻은 동일하다.	1413910
?	1	1	n	3	大洋州	たいようしゅう	Oceania	대양-주(0)	大洋洲	육대주의 하나. 멜라네시아, 미크로네시아, 폴리네시아, 오스트레일리아, 뉴질랜드를 포함하는 섬과 대륙으로 이루어져 있다.	일본어의 '大洋州'와 한국 사전의 '대양주'는 모두 오세아니아 대륙을 지칭하는 동일한 개념이며, 한자 표기 차이만 있을 뿐 뜻과 발음은 일치합니다.	1949330
?	1	1	n	3	抹殺	まっさつ	elimination (of a person, group, etc.), killing off, disposal, purging	말살(0)	抹殺/抹摋	있는 사물을 뭉개어 아주 없애 버림.	일본어의 '抹殺'과 한국어의 '말살'은 모두 '무너뜨려 없애다'라는 동일한 의미와 한자 어원을 공유하며, 한국 표준국어대사전에서 표기된 원어 한자 '抹摋'은 일본어 신자체 '抹殺'에 대응하는 정자 형태를 나타낸 것으로 같은 단어의 변형입니다.	1525190
?	1	1	n	3	望郷	ぼうきょう	homesickness, nostalgia	망향(0)	望鄕	고향을 그리워하며 생각함.	일본어의 '鄕'은 현대 한자에서 '郷'으로 단순화되었을 뿐 의미와 발음은 동일하므로 같은 단어입니다.	1519660
?	1	1	n	3	媒酌	ばいしゃく	matchmaking, acting as a go-between	매작(0)	媒妁	결혼이 이루어지도록 중간에서 소개하는 일. 또는 그런 사람.	일본어의 '媒酌'은 중국 고어에서 유래한 '媒妁'을 일본식 표기 (新字体) 로 쓴 것으로, 한국 사전의 '매작'과 동일한 단어입니다.	1473410
?	1	1	n	3	脈拍	みゃくはく	pulse, pulse rate, pulsation, stroke of pulse	맥박(0)	脈搏	심장의 박동으로 심장에서 나오는 피가 얇은 피부에 분포되어 있는 동맥의 벽에 닿아서 생기는 주기적인 파동. 맥박의 빠르기나 강하고 약함 따위로 심장의 상태를 알 수 있다.	맥박은 일본어의 '脈拍'과 같은 의학 용어로, 일본어 표기에서 '拍 (하쿠)'이 중국식 발음인 '박'으로 표기된 차이일 뿐 의미와 사용 맥락은 동일합니다.	1604710
?	1	1	n	3	名跡	めいせき	famous historic spot, family name, professional name	명적(1)	名跡/名蹟	이름난 유적.	일본어의 '名跡'과 한국 사전의 '명적'은 모두 '이름난 유적'이라는 동일한 뜻을 가지며, 한자 표기 차이 (蹟 vs 跡) 만 존재하므로 같은 단어입니다.	1752540
?	1	1	n	3	木陰	こかげ	shade of a tree, bower	목음(0)	木蔭	나무의 그늘.	일본어의 '蔭'과 한국어 표제어의 '陰'은 모두 '그늘'이라는 동일한 뜻을 지닌 한자이며, 일본어 표기에서 흔히 쓰이는 '蔭'이 한국 표준국어대사전에서는 통용되는 '陰'으로 표기된 차이일 뿐 의미와 원어는 동일합니다.	1534570
?	1	1	n	3	無計画	むけいかく	lacking a plan, haphazard	무-계획(0)	無計劃	할 일의 방법, 순서, 규모 따위에 대하여 미리 세워 놓은 것이 없음.	일본어의 '무계획'과 한국 사전의 '무계획'은 모두 '계획이 없다'는 동일한 의미와 한자 어휘를 공유하며, 일본어 표기에서 '計'가 신자체로 쓰인 것은 자형 차이일 뿐 단어 자체는 동일합니다.	1672650
?	1	1	n	3	無欲	むよく	unselfish, disinterested, unavaricious, free of avarice	무욕(0)	無欲/無慾	욕심이 없음.	일본어의 '無欲'과 한국어의 '무욕'은 모두 '욕심 없음'이라는 동일한 의미와 한자 구성을 공유하며, 표기 차이는 일본 신자체와 중국 정자/한자 간 부수 단순화 차이로 인한 것뿐이다.	1530950
?	1	1	n	3	門戸開放政策	もんこかいほうせいさく	open door policy	문호^개방^정책(0)	門戶開放政策	1899년 미국의 국무 장관 헤이가 주장한 극동 외교 정책. 중국에 진출한 여러 제국주의 국가에 대하여 통상상의 기회균등, 중국의 영토 보존 따위를 요구한 것으로, 1921년 각국의 승인을 얻음으로써 미국의 중국 진출을 촉진하였다.	일본어의 'もんこ'는 중국식 발음인 '문호'를 그대로 차용한 것이며, 두 표기 모두 동일한 역사적 개념을 지칭하므로 한자 자형 차이만 존재한다.	1724670
?	1	1	n	3	物欲	ぶつよく	worldly desires, materialistic desires	물욕(0)	物慾	재물을 탐내는 마음.	일본어의 '物欲'과 한국어의 '물욕'은 모두 재물을 탐하는 마음을 뜻하며, 일본어 신자체와 한국 정자 간의 부수 단순화 차이로 인해 표기만 다른 동일한 단어입니다.	1502770
?	1	1	n	3	舞姫	まいひめ	female dancer, dancing girl, danseuse	무희(0)	舞姬	춤을 잘 추거나 춤추는 것을 직업으로 하는 여자.	일본어의 '舞姫'와 한국어의 '무희'는 모두 춤을 추는 여성을 뜻하는 동일한 개념으로, 일본어 신자체 (姬) 와 중국어/한국어 정자 (姬) 의 자형 차이로 인해 표기만 다른 같은 단어입니다.	1499210
?	1	1	n	3	無粋	ぶすい	boorish, inelegant, unpolished, unromantic	무수(1)		→ 무쉬.	일본어 '無粋'와 한국어 표제어 '무수'는 모두 '부적절하거나 미련 없는'이라는 동일한 의미의 단어이며, 일본어의 신자체 표기 차이로 인해 한자 자형만 다르게 보이는 관계입니다.	1530270
?	1	1	n	3	密教	みっきょう	esoteric Buddhism, Tantric Buddhism, Vajrayana, secret Buddhist teachings	밀교(1)	密敎	해석하거나 설명할 수 없는 경전, 주문, 진언 따위를 이르는 말.	밀교는 일본어의 미っきょう와 한국 표준국어대사전의 밀敎가 모두 '비밀스러운 불교 교리'라는 동일한 의미로 사용되며, 한자 표기 차이 (敎 vs 教) 는 현대 한국어 표기법상 부수 단순화나 통용 표기 차이일 뿐 실체적 단어는 동일합니다.	1528230
?	1	1	n	3	反面教師	はんめんきょうし	bad example from which one can learn, good example of what not to do (esp. how not to behave), negative example	반면-교사(0)	反面敎師	사람이나 사물 따위의 부정적인 면에서 얻는 깨달음이나 가르침을 주는 대상을 이르는 말.	일본어의 '反面教師'와 한국어의 '반면교사'는 모두 부정적인 사례를 통해 배우는 교훈을 뜻하는 동일한 개념이며, 표기 차이는 일본 신자체 (敎) 와 한국 정자 (敎) 의 차이로 인한 것뿐이다.	1481020
?	1	1	n	3	盤石	ばんじゃく	huge rock, firmness, solidity	반석(0)	盤石/磐石	넓고 평평한 큰 돌.	일본어의 'ばんじゃく'는 중국어에서 유래한 한자어 '磐石'(반석)을 읽은 것이며, 한국 표준국어대사전의 '반석'과 동일한 단어에 해당합니다.	1601370
?	1	1	n	3	繁忙	はんぼう	busy, high-stress, hectic, pressed (with business)	번망(0)	煩忙/繁忙	‘번망하다’의 어근.	일본어의 '繁忙'과 한국 사전의 '번망'은 모두 '번잡하고 바쁘다'는 동일한 뜻으로, 일본 신자체와 중국 정자 (또는 간체/정체 혼용) 의 자형 차이로 인해 표기만 다른 같은 단어입니다.	1601230
?	1	1	n	3	繁盛	はんじょう	prosperity, flourishing, thriving	번성(0)	蕃盛/繁盛	한창 성하게 일어나 퍼짐.	일본어의 'はんじょう'와 한국어의 '번성'은 모두 '번창/번성'이라는 동일한 개념을 지칭하며, 한국 표준국어대사전에서 제시한 원어 한자 '蕃盛'과 일본어 표기 '繁盛'은 부수 단순화 등 자형 차이일 뿐 의미는 동일하다.	1481710
?	1	1	n	3	翻意	ほんい	changing one's mind	번의(0)	飜意/翻意	먹었던 마음을 뒤집음.	일본어의 'ほんい'는 중국어에서 유래한 한자어이며, 한국 표준국어대사전의 '번의'는 동일한 원어 (飜意/翻意) 를 정자와 신자체로 표기하는 차이일 뿐 뜻은 동일합니다.	1523370
?	1	1	n	3	氾濫	はんらん	overflowing, flood, inundation, deluge	범람(0)	汎濫/氾濫	큰물이 흘러넘침.	일본어의 '氾濫'과 한국어의 '범람'은 모두 '물이 넘쳐흐름'이라는 동일한 의미로, 한자 표기 차이 (汎/氾) 만 있는 같은 단어입니다.	1481420
?	1	1	n	3	別働隊	べつどうたい	flying column, detached force	별동-대(0)	別動隊	작전을 위하여 본대에서 따로 떨어져 나와 독자적으로 행동하는 부대.	별동대 (別動隊) 는 일본어의 'べつどうたい'와 동일한 단어이며, 한국 표준국어대사전은 일본어 표기인 '別動隊'를 정자로 표기하고 부수 단순화를 적용하여 '별동-대'로 표제어를 설정한 경우입니다.	1603280
?	1	1	n	3	復刻版	ふっこくばん	facsimile edition, reprint	복각-판(0)	復刻板	복각한 판으로 박아 낸 인쇄물.	일본어의 '復刻版'과 한국어의 '복각판'은 모두 '재인쇄된 판본'이라는 동일한 의미이며, 일본어 표기에서 '刻板 (가타이)'을 줄여 '刻 (카츠)'로만 쓰는 관용적 표현 차이일 뿐 본질적인 단어는 같습니다.	1946230
?	1	1	n	3	奉納	ほうのう	dedication, offering, presentation, oblation	봉납(0)	捧納	물품 따위를 바침.	일본어의 '奉納'과 한국어의 '捧納'은 일본어 신자체와 중국 정자 (또는 간체/정자 혼용) 의 자형 차이로 인해 표기만 다를 뿐, 의미와 발음 (한국 한자음) 이 동일한 단어입니다.	1516090
?	1	1	n	3	付言	ふげん	saying in addition, postscript, additional remarks	부언(1)	附言	덧붙여 말함. 또는 그런 말.	일본어의 '付言'은 한국 표준국어대사전의 '부언 (附言)'과 동일한 단어이며, 일본에서는 '付'를 쓰지만 한국에서는 '附'로 표기하는 한자 자형 차이일 뿐 뜻과 발음은 동일합니다.	1496250
?	1	1	n	3	付着	ふちゃく	sticking to, clinging to, adhesion, cohesion	부착(0)	附着/付着	떨어지지 아니하게 붙음. 또는 그렇게 붙이거나 닮.	일본어의 '付着 (ふちゃく)'과 한국어의 '부착'은 한자 표기 차이 (정자/신자체 및 부수 단순화) 로 인해 같은 단어이며 뜻도 동일합니다.	1496400
?	1	1	n	3	付則	ふそく	additional rules, by-laws, supplementary provisions, additional clauses	부칙(0)	附則	어떠한 규칙을 보충하기 위하여 덧붙인 규칙.	일본어의 '付則 (ふそく)'과 한국어의 '부칙'은 모두 '규칙을 덧붙인 것'이라는 동일한 의미이며, 일본어 표기에서 '付'를 '附'로 쓰는 것은 한자 사용 관습 차이일 뿐 본질적으로 같은 단어입니다.	1496290
?	1	1	n	3	負託	ふたく	charging (someone) with (a responsibility), entrusting (someone) with, entrusted responsibility, mandate	부탁(0)	付託	어떤 일을 해 달라고 청하거나 맡김. 또는 그 일거리.	일본어의 '負託'은 한국 표준국어대사전의 '부탁 (付託)'과 동일한 어원이며, 일본어에서 '負'를 '付'로 쓰는 것은 한자 표기상의 차이일 뿐 뜻은 동일합니다.	1616840
?	1	1	n	3	分岐	ぶんき	divergence, ramification, bifurcation, branching off	분기(1)	分岐/分歧	나뉘어서 갈라짐. 또는 그런 갈래.	일본어의 '分岐'와 한국어의 '분기'는 모두 '나뉘어서 갈라짐'이라는 동일한 의미로 쓰이며, 한국 표준국어대사전 표제어에 명시된 원어 한자 '分歧'는 일본어 정자체 '分岐'와 같은 단어의 다른 표기 형태일 뿐이다.	1503340
?	1	1	n	3	府税	ふぜい	urban prefectural tax (of Osaka or Kyoto)	부세(1)	府稅	일제 강점기에, 부(府)에서 부민(府民)에게 부과하던 세금.	일본어의 '府税'와 한국어 사전의 '부세 (府稅)'는 모두 일본 식민지 시대에 지방 행정구역인 '부'에 거주하는 주민에게 부과하던 세금을 지칭하는 동일한 개념과 한자 표기를 공유합니다.	1906080
?	1	1	n	3	付随	ふずい	being incident to, being accompanied by, being collateral with, being attached to	부수(1)	附隨	주된 것이나 기본적인 것에 붙어서 따름. 또는 그러한 것에 붙어 따르게 함.	일본어의 '付随'와 한국어의 '부수'는 모두 '붙어서 따름'이라는 동일한 의미로, 일본어 신자체 (付隨) 와 한국 정자 (附隨) 의 자형 차이뿐이며 한자음도 동일합니다.	1496270
?	1	1	n	3	比喩	ひゆ	simile, metaphor, allegory, parable	비유(1)	比喩/譬喩	어떤 현상이나 사물을 직접 설명하지 아니하고 다른 비슷한 현상이나 사물에 빗대어서 설명하는 일.	일본어의 '比喩'와 한국어의 '비유'는 모두 동일한 개념을 지칭하며, 일본어 표기인 '喩'가 한국 표준국어대사전에서 더 포괄적인 의미로 쓰이는 '譬喩'를 포함하는 변형된 한자 형태일 뿐 본질은 같습니다.	1602260
?	1	1	n	3	私小説	ししょうせつ	I-novel, novel narrated in the first person	사-소설(0)	私小說	작가 자신을 일인칭 주인공으로 하여 자신의 체험이나 심경을 고백하는 형태로 표현하는 소설. 일본의 자연주의 경향의 작가들이 쓴 것으로 우리나라의 경우, 안회남의 <향기>, <악마> 따위가 여기에 속한다.	표제어의 원어 한자 '私小說'와 일본어 표기 '私小説'는 신자체/정자 차이로 인해 자형만 다를 뿐 동일한 단어이며 뜻도 일치합니다.	1637560
?	1	1	n	3	砂岩	さがん	sandstone	사암(1)	沙巖/砂巖	모래가 뭉쳐서 단단히 굳어진 암석. 흔히 모래에 점토가 섞여 이루어지는데 건축 재료나 숫돌로 쓴다.	일본어의 '사암'과 한국어의 '사암'은 모두 모래가 굳어진 암석을 뜻하는 동일한 단어이며, 한자 표기 차이 (砂/沙, 巖/岩) 만 존재한다.	1291510
?	1	1	n	3	射幸心	しゃこうしん	passion for gambling, fondness for speculation, speculative spirit	사행-심(0)	射倖心	요행을 바라는 마음.	일본어의 '射幸心'과 한국 사전의 '사행심'은 일본 신자체와 중국 정자 (또는 간체/정체 혼용) 의 자형 차이로 인해 표기만 다를 뿐 동일한 단어이며 뜻도 일치합니다.	1646370
?	1	1	n	3	相克	そうこく	rivalry (between two irreconcilable forces), conflict, strife, struggle	상극(0)	相剋	둘 사이에 마음이 서로 맞지 아니하여 항상 충돌함.	상극과 상剋은 일본어의 신자체 표기 (相克) 와 중국식 정자/일본 한자 표기 (相剋) 의 차이일 뿐 의미와 발음은 동일하므로 같은 단어입니다.	1596360
?	1	1	n	3	社内報	しゃないほう	company newsletter	사내-보(0)	社內報	사내의 의사소통을 원활하게 하고 일체감을 높이는 동시에, 회사의 활동 사항을 선전하기 위하여 발행하는 정기적 또는 부정기적인 간행물.	일본어의 'しゃないほう'은 한국 표기인 '사내보'와 동일한 단어이며, 일본에서 쓰이는 신자체 (社內報) 와 한국에서 쓰는 정자 (社內報) 는 자형 차이가 있을 뿐 뜻과 발음의 대응 관계는 동일합니다.	1702520
?	1	1	n	3	司教	しきょう	bishop (Catholic)	사교(1)	司敎	대종교에서, 교의회에서 공개적으로 선출하는 교직의 하나. 학덕이 높은 교인에게 주어진다.	일본어의 '시쿄'와 한국 표준국어대사전의 '사교'는 모두 '司敎' (신자체: 司教) 를 원어로 하며, 가톨릭 교회의 주교라는 동일한 의미를 지니므로 한자 자형 차이만 존재하는 같은 단어입니다.	1306660
?	1	1	n	3	死没	しぼつ	death	사몰(0)	死歿/死沒	사람이 죽음.	일본어의 '死没'과 사전의 '死歿/死沒'은 부수 단순화 (新字体↔正字) 로 인한 자형 차이일 뿐 뜻과 발음은 동일하므로 같은 단어입니다.	1767500
?	1	1	n	3	生涯教育	しょうがいきょういく	lifelong education, continuing education, further education	생애^교육(0)	生涯敎育	인간의 교육은 가정, 학교, 사회에서 전 생애에 걸쳐 이루어져야 한다는 교육관. 인간은 사회 문물이 크게 변화해 감에 따라 그에 적응하기 위하여 끊임없이 교육을 받아야 한다는 취지에서, 1967년에 유네스코 성인 교육 회의에서 제창되었다.	표제어 '생애교육'은 일본어 표기 '生涯教育'의 한자음 (쇼가이쿄이쿠) 을 그대로 차용한 것으로, 의미와 발음이 일치하는 동일한 단어이며 한국에서는 원어 한자의 부수 단순화 (敎→教) 와 함께 '생애'로 표기된 차이만 존재한다.	1378850
?	1	1	n	3	石灰岩	せっかいがん	limestone	석회-암(0)	石灰巖	탄산 칼슘을 주성분으로 하는 퇴적암. 수중 동물의 뼈나 껍질이 쌓여 생기며, 섞여 있는 광물의 종류에 따라 여러 가지 색깔을 띤다. 시멘트, 석회, 비료 따위의 원료로 쓴다.	일본어의 'せっかいがん'은 한국 표기 '석회암'과 동일한 단어이며, 일본어 표기에 쓰인 '巖'자가 한국에서는 표준으로 쓰이지 않는 '岩'자로 단순화되어 표기 차이가 발생한 것뿐입니다.	1703040
?	1	1	n	3	城郭	じょうかく	castle, citadel, fortress, castle walls	성곽(0)	城郭/城廓	내성(內城)과 외성(外城)을 통틀어 이르는 말.	일본어의 '城郭'과 한국어의 '성곽'은 모두 성벽이나 요새를 뜻하는 동일한 개념으로, 한자 표기 차이 (廓 vs 郭) 와 일본어 신자체 사용 여부만 다른 동일 단어입니다.	1355740
?	1	1	n	3	序説	じょせつ	introduction	서설(1)	序說	본론에 들어가기에 앞서 쓴 대강의 서론적인 해설.	일본어의 '序説'과 한국어의 '서설'은 모두 '서론적 해설'이라는 동일한 뜻과 개념을 공유하며, 한자 표기 차이 (說 vs 說) 만 존재하므로 같은 단어입니다.	1345510
?	1	1	n	3	洗練	せんれん	refinement, polish	세련(1)	洗練/洗鍊	서투르거나 어색한 데가 없이 능숙하고 미끈하게 갈고닦음.	일본어의 '洗練'과 한국어의 '세련'은 모두 '씻고 다듬다'라는 동일한 어원을 공유하며 뜻과 발음이 일치하므로 한자 자형 차이만 있는 같은 단어입니다.	1391090
?	1	1	n	3	世帯数	せたいすう	number of households	세대-수(0)	世代數	세대(世代)의 수효.	일본어의 '세타이수'는 한국에서 통용되는 표준 표기인 '세대수'와 동일한 의미의 단어이며, 사전에 보이는 '世代數'는 일본어 신자체 '世帯数'를 정자 (正字) 로 변환한 결과로 자형 차이가 있을 뿐 뜻은 같습니다.	1939740
?	1	1	n	3	小骨	こぼね	small bones	소-골(1)		소의 골.	일본어의 '小骨'은 소의 뼈를 뜻하며, 한국 표준국어대사전의 '소-골'도 동일한 의미로 한자 표기 차이가 있을 뿐 같은 단어입니다.	1744190
?	1	1	n	3	疎外	そがい	alienation, estrangement, leaving (someone) out, casting out	소외(0)	疏外	어떤 무리에서 기피하여 따돌리거나 멀리함.	일본어의 '疎外'와 한국어의 '소외'는 모두 '기피하여 따돌림'이라는 동일한 의미로 사용되며, 일본어 표기에 쓰이는 한자 (疏/疎) 와 한국 표준국어대사전 표제어에 쓰이는 한자 (疏) 는 부수 단순화 등 자형 차이만 있을 뿐 같은 단어입니다.	1396710
?	1	1	n	3	俗説	ぞくせつ	common saying, popular version, folklore, tradition	속설(0)	俗說	세간에 전하여 내려오는 설이나 견해.	일본어의 'ぞくせつ'과 한국어의 '속설'은 모두 '俗說'이라는 동일한 한자 조합으로 이루어져 있으며 뜻도 세간에 전하는 설이나 견해로 일치하므로 같은 단어입니다.	1405520
?	1	1	n	3	修練	しゅうれん	training, drill, practice, practising	수련(1)		‘수련하다’의 어근.	일본어의 '修練'과 한국 표준국어대사전의 '수련 (1)'은 모두 '훈련하다'라는 동일한 의미와 한자음을 공유하며, 사전에서 원어 한자를 표기하지 않은 것은 현대 한국어 표기 관례에 따른 것이지 단어 자체가 다르다는 뜻이 아니다.	1594800
?	1	1	n	3	純朴	じゅんぼく	simple and honest, unsophisticated, simpleminded, naive	순박(0)	淳朴/淳樸/醇朴	‘순박하다’의 어근.	일본어의 '純朴'과 한국어의 '순박'은 모두 '순수하고 단순하다'는 동일한 뜻을 가지며, 일본어 신자체와 한국 정자 간 부수 단순화 차이로 표기만 다른 같은 단어입니다.	1595430
?	1	1	n	3	純白	じゅんぱく	pure white, snow white	순백(0)	純白/醇白	다른 색이 섞이지 아니한 순수한 흰색.	일본어의 '純白'과 한국어의 '순백'은 모두 '순수한 흰색'이라는 동일한 의미와 한자 구성을 공유하며, 한국 표준국어대사전에서 표기된 원어 한자 '醇白'은 일본어 표기와는 다른 자형이지만 뜻이 동일하므로 같은 단어에 해당한다.	1713120
?	1	1	n	3	水郷	すいごう	beautiful riverside location, lakeside district, canal district	수향(1)	水鄕	물가에 있는 마을.	일본어의 '水鄕'과 한국 사전의 '수향'은 모두 물가 마을을 뜻하는 동일한 단어이며, 일본에서는 현대 표기인 'すいごう'로 쓰지만 본래 한자는 '鄕'으로 동일하다.	1737530
?	1	1	n	3	昇級	しょうきゅう	promotion, advancement	승급(1)	昇級/陞級	급수나 등급이 오름.	일본어의 'しょうきゅう'와 한국어의 '승급'은 모두 '급이 오르는 것'이라는 동일한 의미로, 한자 표기 차이 (신자체 vs 정자) 에 의한 동일 단어입니다.	1349750
?	1	1	n	3	僧院	そういん	monastery, temple	승원(0)	僧院/僧園	승려가 불상을 모시고 불도(佛道)를 닦으며 교법을 펴는 집.	일본어의 'そういん'은 한국 표준국어대사전의 '승원'과 동일한 의미로, 일본어 표기인 정자 (僧院) 와 한국 표기인 신자체 (僧園) 의 자형 차이뿐이며 뜻은 동일하다.	1398080
?	1	1	n	3	昇任	しょうにん	promotion, advancement	승임(0)	陞任	직위가 오름. 또는 직위를 올림.	일본어의 '昇任'과 한국어의 '승임'은 모두 '직위를 올림'이라는 동일한 뜻을 가지며, 일본어에서 '昇'를 신자체로 쓰지만 한국에서는 정자형인 '陞'를 사용하여 표기 차이가 있을 뿐 본질적으로 같은 단어입니다.	1349800
?	1	1	n	3	信教	しんきょう	religious belief, faith	신교(1)	信敎	종교를 믿음. 또는 그 종교.	일본어의 '敎'는 한국 표준국어대사전의 '敎'와 동일한 정자이며, 의미와 발음도 일치하므로 같은 단어입니다.	1359130
?	1	1	n	3	心拍	しんぱく	heartbeat	심박(1)	心搏	‘심장 박동’을 줄여 이르는 말.	일본어의 '心拍'과 한국어의 '심박'은 모두 심장 박동을 의미하는 동일한 개념으로, 일본어 표기인 '拍'이 한국에서는 통용되지 않는 한자 '搏'로 대체된 단순한 표기 차이일 뿐이다.	1360940
?	1	1	n	3	心拍数	しんぱくすう	heart rate, pulse rate	심박-수(0)	心搏數	‘심장 박동 수’를 줄여 이르는 말. 	두 표기 모두 '심장 박동 수'라는 동일한 의미의 일본어 단어이며, 한국어 표제어의 원어 한자 (心搏數) 와 일본어 표기 (心拍数) 의 차이는 '搏 (박)'과 '拍 (박)'이 현대 일본어에서 통용되는 한자 표기 차이 (신자체/정자 혼용 등) 에 기인한 것뿐이다.	1938910
?	1	1	n	3	案内書	あんないしょ	guidebook, guide	안내-서(0)	案內書	어떤 내용을 소개하여 알려 주는 책이나 글.	일본어의 '案内書'와 한국 사전의 '안내서'는 모두 '안내하는 책'이라는 동일한 뜻과 개념을 가지며, 한자 표기 차이 (신자체 vs 정자) 에 불과하므로 같은 단어입니다.	1154890
