verdict	originMatch	band	headword	reading	glossEn	ko_word	ko_origin	ko_definition	id
	n	3	岩礁	がんしょう	reef	암초(1)	暗草	남몰래 시문의 초고(草稿)를 지음.	1217350
	n	3	岩戸	いわと	rock door (to a cave)	암호(0)	暗號	비밀을 유지하기 위하여 당사자끼리만 알 수 있도록 꾸민 약속 기호.	1839010
	n	3	押切	おしきり	straw cutter, short mane, pressing and cutting	갑절(0)		어떤 수나 양을 두 번 합한 만큼.	1180520
	n	3	愛欲	あいよく	passion, sexual desire, lust, attachment (esp. to one's family or a member of the opposite sex)	애욕(0)	愛慾	애정과 욕심을 아울러 이르는 말.	1586140
	n	3	夜道	よみち	street at night, making a night journey	야도(0)	夜盜	밤을 타서 남의 물건을 훔치는 짓. 또는 그런 짓을 하는 사람.	1537040
	n	3	野道	のみち	path in a field	야도(0)	夜盜	밤을 타서 남의 물건을 훔치는 짓. 또는 그런 짓을 하는 사람.	1712050
	n	3	若宮	わかみや	young imperial prince, child of the imperial family, shrine dedicated to a child of the god of the main shrine, newly built shrine (to which a divided tutelary deity has just been transferred)	약궁(0)	弱弓	시위가 팽팽하지 못한 활.	1762590
	n	3	若人	わこうど	young person	약인(1)	略人	사람을 후려서 빼앗음.	1324370
	n	3	若造	わかぞう	youngster, neophyte, greenhorn	약조(1)	約條	조건을 붙여서 약속함.	1324380
	n	3	弱震	じゃくしん	mild earthquake	약진(1)	藥疹	약을 쓴 뒤에 몸에 피부 발진이 돋는 일. 흔히 사용하는 항생제, 진통제 따위가 원인이 되는 경우가 많으며 알레르기 체질인 사람에게 생기기 쉽다.	1324800
	n	3	若菜	わかな	young greens, young herbs	약채(0)	藥債	남에게 빚진 약값.	1762610
	n	3	若草	わかくさ	green grass, young (fresh) grass	약초(0)	藥草	약으로 쓰는 풀.	1637310
	n	3	弱火	よわび	low flame (cooking), low heat, simmering	약화(1)	弱化	세력이나 힘이 약해짐. 또는 그렇게 되게 함.	1662360
	n	3	弱虫	よわむし	coward, weakling, scaredy cat, wimp	약충(0)	若蟲	불완전 변태를 하는 동물의 애벌레.	1324840
	n	3	洋間	ようま	Western-style room	양간(1)		‘양간하다’의 어근.	1545910
	n	3	揚降	あげおろし	raising and lowering, loading and unloading (cargo), praising and criticizing	양항(0)	良港	배가 드나들거나 머물기에 좋은 항구.	1352340
	n	3	野郎	やろう	guy, fellow, chap, buddy	야랑(1)	冶郞	주색잡기에 빠진 사람.	1537700
	n	3	御飯	ごはん	cooked rice, meal	어반(0)	於半	‘어반하다’의 어근.	1270590
	n	3	御守	おまもり	charm, amulet, talisman	어수(1)	御手	임금의 손을 이르던 말.	1002060
	n	3	御者	ぎょしゃ	coachman, driver, cabman, postilion	어자(1)	御字	글자를 부리어 적음.	1592080
	n	3	御曹司	おんぞうし	son of a distinguished family, son of a noble	어조-사(0)	語助辭	실질적인 뜻이 없이 다른 글자를 보조하여 주는 한문의 토. ‘焉’, ‘也’, ‘於’, ‘矣’ 따위가 있다.	1270470
	n	3	御幸	ぎょうき	imperial visit, imperial outing	아행(0)	牙行	중국에서, 상거래를 중개하는 사람.	1649590
	n	3	抑々	そもそも	in the first place, to begin with, from the start, originally	억억(0)		‘억억거리다’의 어근.	1006950
	n	3	言値	いいね	asking price	언치(1)		말이나 소의 안장이나 길마 밑에 깔아 그 등을 덮어 주는 방석이나 담요.	1756380
	n	3	業師	わざし	tricky wrestler, shrewd fellow	업사(0)	業事	종사하는 산업이나 직업에 속한 일.	1855010
	n	3	漁労	ぎょろう	fishing, fishery	어로(1)	御路	임금이 거둥하는 길.	1233090
	n	3	語数	ごすう	number of words	어수(1)	御手	임금의 손을 이르던 말.	1271130
	n	3	御礼	おれい	thanks, gratitude, manners, etiquette	어례(0)		‘어려이’의 준말.	1270810
	n	3	御霊	みたま	spirit of a deceased person, the Holy Ghost, the Holy Spirit	어령(1)	圄囹	죄인을 가두어 두는 곳. 한때 형무소라고 부르다가 현재 ‘교도소’로 고쳤다.	1694870
	n	3	予見	よけん	foresight, foreknowledge, divination	여현(0)	餘弦	‘코사인’의 전 용어.	1542930
	n	3	予科	よか	preparatory course, preparatory department	여과(1)	與果	원인이 현재에 실제로 그 결과를 냄.	1542880
	n	3	予習	よしゅう	preparation for a lesson	여습(1)		마소의 나이에서, 여섯 살을 이르는 말.	1543070
	n	3	予審	よしん	preliminary examination, pretrial hearing	여심(1)	女心	여자의 마음.	1543080
	n	3	予行	よこう	rehearsal	여행(1)	女行	여자로서의 행실.	1542970
	n	3	予後	よご	prognosis, recuperation, convalescence	여-후(0)	呂后	중국 한고조의 황후(?~B.C.180). 성은 여(呂). 이름은 치(雉). 고조를 보좌하여 진(秦)나라 말기·한(漢)나라 초기의 국난을 수습하였으나, 고조가 죽은 뒤 실권을 장악하여 유씨 일족을 압박하여 그의 사후에 여씨(呂氏)의 난을 초래하였다.	1542950
	n	3	役名	やくめい	official title	역명(1)	易名	이름을 바꾼다는 뜻으로, ‘사시’를 달리 이르는 말.	1735710
	n	3	逆説	ぎゃくせつ	paradox	역설(1)	力說	자기의 뜻을 힘주어 말함. 또는 그런 말.	1227140
	n	3	延々	えんえん	endlessly, continuously, (going) on and on, meandering	연연(1)	娟娟	‘연연하다’의 어근.	1588770
	n	3	演者	えんじゃ	presenter, speaker, performer, actor	연자(1)		연귀를 맞추는 데 쓰는 45도 각도로 을모진 틀자.	1176920
	n	3	塩尻	しおじり	cone-shaped	염고(1)	拈古	옛사람이 학인(學人)을 깨달음에 이르게 하기 위하여 준 문제인 고칙(古則)을 해석하고 비평하는 일.	1973700
	n	3	塩味	しおあじ	salty taste, saltiness	염미(1)	染尾	명주실이나 무명실을 꼬아 현악기의 현을 잇는 데 쓰는 줄.	1178880
	n	3	塩漬	しおづけ	pickling in salt, food preserved in salt, holding on to (shares, land, etc.) for an extended period until its value increases, leaving unsold	염지(1)	念持	십지(十地)의 넷째 단계. 번뇌를 태워 없애 지혜가 더욱 성하는 단계이다.	1594080
	n	3	塩焼	しおやき	grilling (fish) with salt, broiling with salt, boiling seawater to get salt	염소(1)		솟과의 동물. 어깨의 높이는 60~90cm이며, 몸빛은 품종에 따라 갈색, 흰색, 검은색 따위의 여러 가지이다. 뿔은 속이 비고 뒤로 굽었는데 수컷은 턱 밑에 긴 수염이 있다. 성질이 활발하고 민첩하다. 중요한 가축으로 품종이 많고 유용종, 모용종, 육용종 따위로 구분한다. 전 세계에 분포한다.	1178730
	n	3	映倫	えいりん	Eirin, Film Classification and Rating Organization	영륜(0)	營綸	일정한 포부를 가지고 일을 조직적으로 계획함. 또는 그 계획이나 포부.	1861170
	n	3	影絵	かげえ	shadow picture, silhouette, shadowgraph	영회(1)	永懷	오래도록 생각함.	1173650
	n	3	予価	よか	probable (predetermined) price, expected price	여가(1)	女嫁	딸을 시집보냄.	1655120
	n	3	刈入	かりいれ	harvest	예입(0)	預入	금품을 맡겨 두거나 기탁함.	1209480
	n	3	誤射	ごしゃ	accidental shooting	오사(1)	五司	조선 문종 원년(1451)에 종래의 십이사를 개편한 군제(軍制). 중군(中軍)을 의흥사(義興司)·충좌사(忠佐司)·충무사(忠武司), 좌군(左軍)을 용양사, 우군(右軍)을 호분사로 하였는데, 세조 3년(1457)에 오위(五衛)로 고쳤다.	1693280
	n	3	完全雇用	かんぜんこよう	full employment	완전^고용(0)	完全雇傭	일할 능력이 있고 일하고 싶어 하는 사람이 모두 고용되어 실업자가 없는 상태의 고용. 곧 노동의 수요와 공급이 일치하는 상태의 고용을 이른다.	1665280
	n	3	腕組	うでぐみ	folding one's arms	완조(0)	完調	호남 지방에서 특별히 부르는, 시조의 창법.	1562900
	n	3	外郭	がいかく	outer fence, outer enclosure, outer block, outline	외곽(1)	外郭/外廓	바깥 테두리.	1203440
	n	3	外堀	そとぼり	outer moat (of a castle)	외굴(0)	嵬崛	‘외굴하다’의 어근.	1204120
	n	3	外宮	げくう	outer shrine of the Ise Grand Shrine	외궁(0)	外弓	신라 때에, 활 쏘는 일을 맡아보던 군대. 한산주, 하서주의 두 곳에 두었다.	1806780
	n	3	腰高	こしだか	overbearing, unstable wrestling stance	요고(1)	妖蠱	요염하여 사람을 호림.	1836450
	n	3	窯元	かまもと	pottery (i.e. the place), potter	요원(1)	要員	어떤 기관에서 또는 어떤 일을 하는 데 꼭 필요한 인원.	1546470
	n	3	踊場	おどりば	place for dancing, dance floor, landing (of a staircase), leveling off (e.g. in the economy)	용장(1)	宂長	‘용장하다’의 어근.	1546910
	n	3	溶鉱炉	ようこうろ	smelting furnace, blast furnace	용광-로(0)	鎔鑛爐	높은 온도로 광석을 녹여서 쇠붙이를 뽑아내는 가마. 제련하는 금속에 따라 철 용광로, 구리 용광로, 납 용광로 따위가 있으며, 특히 철 용광로는 곧고 높기 때문에 고로(高爐)라고 한다.	1546130
	n	3	腰縄	こしなわ	leash, rope tied round prisoner's waists	요승(0)	妖僧	정도(正道)를 어지럽히는 요사스러운 승려.	1836530
	n	3	右折	うせつ	turning to the right, right turn	우제(1)	雩祭	나라에서 지내던 기우제. 중국에서는 은나라 탕왕 때 시작하였다.	1171150
	n	3	友釣	ともづり	live decoy fishing (esp. for sweetfish)	우조(1)	羽調	동양 음악에서, ‘우’ 음을 으뜸음으로 하는 조. 다른 곡조보다 맑고 씩씩하다.	1540200
	n	3	芸域	げいいき	range of skills	운역(0)	運役	짐을 나르는 일.	1843060
	n	3	雨戸	あまど	sliding storm shutter	우호(1)	友好	개인끼리나 나라끼리 서로 사이가 좋음.	1171970
	n	3	遠目	とおめ	distant view, looking from a distance, being able to see a long distance, good long-distance vision	원목(1)	元木	양주 별산대놀이에 나오는 네 명의 먹중 가운데 첫 번째 먹중.	1178390
	n	3	原付	げんつき	motorized two-wheeled vehicle (with a displacement of less than 50cc), scooter, moped	원부(1)	怨府	뭇 사람의 원한의 대상이 되는 단체나 기관.	1262320
	n	3	元手	もとで	capital, funds, seed money, asset	원수(1)	元帥	장성 계급의 하나. 대장의 위로 가장 높은 계급이다.	1260860
	n	3	院政	いんせい	cloistered rule, government by cloistered emperors	원정(1)	元正	우리나라 명절의 하나. 정월 초하룻날이다.	1170180
	n	3	元締	もとじめ	manager, controller, administrator, chief treasurer	원체(1)	元體	으뜸이 되는 몸.	1261000
	n	3	遠投	えんとう	long throw	원투(0)	one-two	권투에서, 상대편을 왼쪽 주먹과 오른쪽 주먹으로 연이어 치는 일.	1950300
	n	3	遠浅	とおあさ	shoal, wide shallow beach	원천(1)	怨天	하늘을 원망함.	1178240
	n	3	月並	つきなみ	every month, trite, commonplace, conventional	월병(0)	月餠	달 모양으로 둥글게 만든 흰떡. 주로 혼인 잔치 때에 쓴다.	1255810
	n	3	月食	げっしょく	lunar eclipse	월식(0)	月蝕/月食	달이 지구의 그림자에 가려 일부나 전부가 가려짐. 또는 그런 현상. 부분 월식과 개기 월식이 있다.	1255730
	n	3	胃袋	いぶくろ	stomach, dietary needs	위대(1)		→ 우대.	1158600
	n	3	衛視	えいし	guards at parliament	위시(0)	爲始	여럿 중에서 어떤 대상을 첫자리 또는 대표로 삼음.	1174740
	n	3	遊郭	ゆうかく	(licensed) red light district	유곽(0)	遊廓	많은 창녀를 두고 매음 영업을 하는 집. 또는 그런 집이 모여 있는 곳.	1542180
	n	3	油揚	あぶらあげ	abura-age, thin deep-fried slices of tofu, deep-frying, deep-fried food	유양(1)	乳養	젖을 먹여 기름.	1538730
	n	3	遊泳	ゆうえい	swimming, bathing, getting on in the world	유-영(1)	柳永	중국 북송(北宋)의 시인(?~?). 자는 기경(耆卿). 만사(慢詞)의 창시자로, 구어를 많이 사용한 속요풍의 사(詞)를 지었다. 사집(詞集)으로 ≪악장집≫이 있다.	1620100
	n	3	有税	ゆうぜい	taxable	유세(1)	有稅	세금이 있음.	1745710
	n	3	意気消沈	いきしょうちん	low spirits, depression, dejection, discouragement	의기-소침(0)	意氣銷沈	기운이 없어지고 풀이 죽음.	1156460
	n	3	二手	ふたて	two groups, two bands	이수(1)	二竪	‘병’을 악마에 비유하여 이르는 말.	1461970
	n	3	以遠	いえん	beyond, further than	이원(1)	二元	두 개의 요소.	1155040
	n	3	耳元	みみもと	close to the ear	이원(1)	二元	두 개의 요소.	1611820
	n	3	二者	にしゃ	two things, two persons	이-자(1)	이者	‘이 사람’을 조금 낮잡아 이르는 삼인칭 대명사.	1461930
	n	3	異存	いぞん	objection	이존(0)	二尊	정토종에서, 석가모니불과 아미타불을 아울러 이르는 말.	1157900
	n	3	二佐	にさ	lieutenant colonel (JGSDF)	이좌(0)	二座	예전에, 어떤 일을 맡아보는 데서 둘째 자리. 또는 그 자리에 있는 사람을 이르던 말. 부책임자를 이른다.	1461780
	n	3	人頭税	じんとうぜい	poll tax	인두-세(0)	人頭稅	납세 능력의 차이를 고려하지 아니하고 각 개인에게 일률적으로 매기는 세금. 원시적 조세 형태의 하나로 18~19세기에 없앴으나, 현재 생활필수품에 대한 소비세 따위의 간접세는 이것과 같은 방식이다.	1580720
	n	3	人並	ひとなみ	ordinary, average, common, normal	인병(1)	引兵	군대를 철수함.	1601970
	n	3	認否	にんぴ	approval or disapproval, admission or denial	인부(1)	人夫	품삯을 받고 육체노동을 하는 사람.	1467600
	n	3	刃先	はさき	edge of blade	인선(1)	人仙	도교(道敎)에서, ‘부처’를 이르는 말.	1369870
	n	3	人垣	ひとがき	wall of people, crowd of people lined up (e.g. spectators), throng of people	인원(0)	人員	단체를 이루고 있는 사람들. 또는 그 수효.	1366720
	n	3	忍者	にんじゃ	ninja, person trained in ninjutsu and employed for covert purposes in feudal Japan	인자(1)	人子	사람의 자식.	1467470
	n	3	引戸	ひきど	sliding door	인호(1)	人戶	사람이 사는 집.	1601760
	n	3	人様	ひとさま	other people, others	인양(0)	引揚	끌어서 높은 곳으로 옮김.	1953400
	n	3	印税	いんぜい	royalty (on book)	인세(1)	人世	인간의 세상.	1168430
	n	3	引込線	ひきこみせん	(railway) siding, service line, service wire	인입-선(0)	引入線	본선에서 특정한 장소까지 따로 끌어들인 선로.	1601590
	n	3	日干	ひぼし	sun-dried	일-간(1)	일間	공사장 따위에서, 작업장으로 마련한 임시 건물. 비, 이슬, 뙤약볕 따위를 피하기 위하여 지붕만 설치하여 쓴다.	1620550
	n	3	一浪	いちろう	failing college entrance exams and retaking them a year later	일랑(0)		(구어체로) 어떤 대상을 특별히 정하여 가리킴의 뜻을 나타내는 보조사. 흔히 뒤에는 충고하는 말이 온다.	1728050
	n	3	一木	いちぼく	one tree	일목(1)	一目	한쪽 눈.	1166940
	n	3	一物	いちもつ	one thing, one article, ulterior motive, secret intention	일물(0)	逸物	아주 뛰어난 물건.	1576300
	n	3	一倍	いちばい	multiplying by one, original amount, (even) more, double	일패(1)	一牌	조선 말기에 나누어 부르던 기생의 등급 중의 최상급. 관기로서 대부분 남편이 있는 기생이었다.	1165690
	n	3	一報	いっぽう	information, (brief) notice, letting someone know, dropping a line	일보(1)	一步	한 걸음이라는 뜻으로, 아주 가까이 있음을 비유적으로 이르는 말.	1166490
	n	3	一飛	いちひ	first fly	일비(1)	一備	한 벌.	1858660
	n	3	一樹	いちじゅ	one tree, a tree	일수(1)	一手	혼자의 몫. 또는 혼자의 힘.	1728310
	n	3	一矢	いっし	one arrow, retort	일시(1)	一時	잠깐 동안.	1167070
	n	3	一案	いちあん	idea, plan	일안(1)	一安	‘일안하다’의 어근.	1161010
	n	3	一語	いちご	one word	일어(0)	日語	일본 민족이 쓰는 일본의 공용어. 알타이 어족 또는 우랄 어족에 속한다는 주장이 있으나 확실하지 않다. 가나와 한자로 표기한다.	1162350
	n	3	一芸	いちげい	an art, one talent	일운(0)	日暈	햇빛이 대기 속의 수증기에 비치어 해의 둘레에 둥글게 나타나는 빛깔이 있는 테두리.	1162080
	n	3	一尉	いちい	captain (JASDF, JGSDF), lieutenant (senior grade; JMSDF)	일위(1)	一位	한 분. 또는 한 사람.	1161030
	n	3	一人子	ひとりご	(an) only child	일인-자(0)	一人者	특정 방면에서 가장 뛰어난 사람.	1576080
	n	3	一子	いっし	one child, only child, one of several children (esp. the son and heir), one stone	일자(1)	一字	한 글자라는 뜻으로, 아주 적은 지식을 이르는 말.	1576075
	n	3	一昨	いっさく	one previous	일작(1)	一作	제일 잘 만듦. 또는 그런 성과물.	1162640
	n	3	逸材	いつざい	outstanding talent, person of exceptional talent, gifted person	일재(0)	逸才	보통보다 뛰어난 재주. 또는 그런 재주를 가진 사람.	1167690
	n	3	一週	いっしゅう	one week	일주(1)	一走	조선 시대 무관을 뽑는 시험에서, 달음질의 첫째 등급을 이르는 말. 일정한 부피로 만들어 물을 담은 동호(銅壺)의 물이 다 새어 나가는 동안 270보(步)를 달린다.	1163260
	n	3	一徹	いってつ	obstinate, stubborn, inflexible	일철(0)	一轍	같은 수레바퀴 자국이란 뜻으로, 먼저 있었던 경우를 똑같이 되풀이함을 이르는 말.	1165020
	n	3	一寸	いっすん	one sun (approx. 3 cm), little bit (of time, distance, etc.)	일촌(0)	一村	한 마을 전체.	1163930
	n	3	一風	いっぷう	oddity, eccentricity, peculiarity	일풍(0)	日風	일본 사람의 풍속이나 일본의 양식.	1166220
	n	3	日和	ひより	weather, climatic conditions, fine weather, clear day	일화(1)	一化	곤충 따위가 한 해 동안 한 번만 알을 까서 나옴.	1464950
	n	3	一回転	いっかいてん	one revolution, one rotation	일-회전(0)	一回戰	여러 회(回)를 통하여 승부를 겨루는 경기에서, 맨 첫 번째 경기.	1575960
	n	3	一戸	いっこ	one house, household	일호(1)	一毫	한 가닥의 털이라는 뜻으로, 극히 작은 정도를 이르는 말.	1162310
	n	3	一画	いっかく	one plot (of land), one (city) block, one area, one lot	일화(1)	一化	곤충 따위가 한 해 동안 한 번만 알을 까서 나옴.	1161290
	n	3	一礼	いちれい	one bow, one salute, one greeting	일례(0)	一例	하나의 보기. 또는 한 가지 실례.	1167420
	n	3	一説	いっせつ	one theory, one opinion, another theory	일설(0)	一說	어떤 하나의 주장이나 학설.	1164240
	n	3	日銭	ひぜに	daily income in cash, money paid by daily installments, money paid by daily instalments	일전(1)	一戰	한바탕 싸움.	1627070
	n	3	入交	いりまじり	mixing with, being mixed	입교(1)	入校	사관 학교나 보병 학교 따위의 군사 학교에 들어감.	1466070
	n	3	入部	にゅうぶ	joining a club	입부(0)	立部	서서 음악을 연주함.	1791750
	n	3	入信	にゅうしん	entering a faith, joining a religion	입신(1)	入神	기술이나 기예 따위가 매우 뛰어나 신과 같은 정도의 영묘한 경지에 이름.	1466450
	n	3	異教徒	いきょうと	pagan, heretic, heathen	이교-도(0)	異敎徒	이교(異敎)를 받들고 믿는 사람. 또는 그런 무리.	1834550
	n	3	異説	いせつ	different view, alternative theory, dissenting view	이설(1)	梨雪	배꽃 눈이라는 뜻으로, 눈처럼 흰 배꽃을 비유적으로 이르는 말.	1157890
	n	3	異郷	いきょう	foreign country, foreign land, strange land, far-off land	이향(1)	吏鄕	지방 관아의 구실아치와 시골의 향원을 아울러 이르는 말.	1157620
	n	3	煮干	にぼし	(small crunchy) dried sardines	자간(1)	子癇	주로 분만할 때 전신의 경련 발작과 의식 불명을 일으키는 질환. 임신 중독증 가운데 가장 중증인 형태로 사망률이 높다. 고도의 단백뇨, 부종, 고혈압 증상이 있는 고령의 초산부에게 많다.	1322550
	n	3	磁器	じき	porcelain, china, chinaware	자기(1)	子氣	임신부의 다리와 발이 붓는 증세.	1316980
	n	3	自腹	じばら	paying one's own way	자복(1)	子福	자식을 많이 두는 복.	1726780
	n	3	子分	こぶん	henchman, follower, adopted child	자분(1)		‘자분거리다’의 어근.	1308050
	n	3	子細	しさい	reasons, circumstances, details, particulars	자세(1)	仔細/子細	‘자세하다’의 어근.	1594260
	n	3	子守	こもり	looking after a baby, taking care of a baby, babysitting, babysitter	자수(1)	子嗽	임신 중에 감기 따위로 늘 기침이 나는 증상.	1307940
	n	3	子持	こもち	parenthood, parent or someone with children on the way (esp. an expecting mother), (of a fish) containing roe (eggs)	자지(1)		‘음경’을 비속하게 이르는 말.	1307930
	n	3	作劇	さくげき	playwriting	자극(1)	刺戟	어떠한 작용을 주어 감각이나 마음에 반응이 일어나게 함. 또는 그런 작용을 하는 사물.	1798360
	n	3	作製	さくせい	manufacture, production	자제(1)	子弟	남을 높여 그의 아들을 이르는 말.	1297790
	n	3	長居	ながい	long visit, overstaying	장거(1)	壯擧	장하고 큰 계획이나 거사.	1429920
	n	3	場末	ばすえ	outskirts (of a town), run-down district	장-말(0)	場말	예전에, 장에서 쓰도록 관청에서 만들고 낙인을 찍어 공인한 말.	1355890
	n	3	長柄	ながえ	long handle, long-handled spear, long shaft	장병(1)	長兵	먼 거리에 쓰는 활, 총 따위의 병기.	1642450
	n	3	張子	はりこ	papier-mâché, player who is not a dealer (in cards)	장자(1)	壯者	장년(壯年)에 이른 사람.	1601110
	n	3	場数	ばかず	experiences	장수(1)		장사하는 사람.	1774040
	n	3	子宝	こだから	the treasure that is children, child	자보(1)	字譜	국악에서, 음이름이나 숫자 따위의 글자에 기호까지 곁들여 적은 악보.	1639750
	n	3	自画自賛	じがじさん	singing one's own praises, praising one's own wares	자화-자찬(0)	自畫自讚	자기가 그린 그림을 스스로 칭찬한다는 뜻으로, 자기가 한 일을 스스로 자랑함을 이르는 말.	1317470
	n	3	自説	じせつ	one's personal opinion	자설(0)	自說	자기의 학설이나 주장.	1318050
	n	3	自賛	じさん	self-praise, praising oneself	자찬(1)	自撰	손수 책을 편찬함.	1317800
	n	3	再々	さいさい	often, frequently, again and again	재재(1)		조금 수다스럽게 재잘거리는 소리. 또는 그 모양.	1593620
	n	3	再訪	さいほう	revisiting, visiting again	재방(1)	再放	다시 놓아줌.	1772230
	n	3	在郷軍人	ざいごうぐんじん	reservist	재향^군인(0)	在鄕軍人	현역 복무를 마치고 일반 사회로 복귀한 사람.	1741240
	n	3	低木	ていぼく	shrub, shrubbery	저목(0)	樗木	소태나뭇과의 낙엽 활엽 교목. 높이는 27미터 정도이며, 잎은 우상 복엽이다. 여름에 연두색 꽃이 원추(圓錐) 화서로 피고 열매는 시과(翅果)로 9월에 익는다. 정원수, 가로수로 재배하고, 뿌리껍질은 약용한다. 중국이 원산지로 한국, 중국, 몽골 등지에 분포한다.	1434740
	n	3	赤々	あかあか	bright red, bright	적적(1)	的的	밝고 고운 모양.	1586190
	n	3	積木	つみき	wooden building blocks, wooden bricks, playing with building blocks, piled timber	적목(0)	赤木	소나뭇과의 낙엽 교목. 높이는 37미터 정도이고, 지름은 1미터 정도이며, 잎은 바늘 모양이다. 4월에 꽃이 피고 열매는 구과(毬果)로 9월에 조금 검은 빛을 띤 갈색 또는 붉은 갈색으로 익는다. 건축, 선박, 펄프 따위에 재목으로 쓴다. 한국의 금강산 이북, 중국, 일본 등지에 분포한다.	1777500
	n	3	跡目	あとめ	headship of a family, family property	적목(0)	赤木	소나뭇과의 낙엽 교목. 높이는 37미터 정도이고, 지름은 1미터 정도이며, 잎은 바늘 모양이다. 4월에 꽃이 피고 열매는 구과(毬果)로 9월에 조금 검은 빛을 띤 갈색 또는 붉은 갈색으로 익는다. 건축, 선박, 펄프 따위에 재목으로 쓴다. 한국의 금강산 이북, 중국, 일본 등지에 분포한다.	1383710
	n	3	赤紙	あかがみ	draft papers, call-up notice, red paper	적지(1)	赤地	흉년이 들어 거둘 만한 농작물이 하나도 없게 된 땅.	1638540
	n	3	笛吹	ふえふき	flute player, flutist, flautist, piper	적취(1)	摘取	집어내어 가짐.	1437320
	n	3	敵討	かたきうち	vengeance, revenge, retaliation	적토(1)	赤土	산화 철을 많이 함유하여 빛이 붉은 흙. 석회암이나 혈암(血巖) 따위가 분해된 곳에서 나며, 산수화나 도자기의 안료로 쓰인다.	1227445
	n	3	跡形	あとかた	trace, vestige, evidence	적형(0)	嫡兄	첩에게서 난 아들이 정실에게서 난 형을 이르는 말.	1697370
	n	3	跡継	あとつぎ	heir, inheritor, successor	적계(1)	赤契	중국에서, 계세(契稅) 절차를 거쳐 관인을 찍은 매매 증서.	1383690
	n	3	積込	つみこみ	loading (of cargo, freight, etc.), stacking the wall of tiles to one's advantage	적입(0)	籍入	소속 관계를 표시하는 명부에 등록함.	1777520
	n	3	前傾	ぜんけい	forward inclination (of the body), bending forward, anteversion	전경(1)	全耕	논밭을 남김없이 모두 갊.	1855310
	n	3	畑作	はたさく	dry field farming, dry field crop	전작(1)	田作	밭에서 짓는 농사.	1626340
	n	3	前著	ぜんちょ	ibid., the above-mentioned publication	전착(1)	展着	늘이고 넓혀 착 들러붙게 함.	1393650
	n	3	前節	ぜんせつ	preceding paragraph, section, or verse	전절(1)	全節	완전한 절개와 지조.	1393490
	n	3	全店	ぜんてん	the whole store, all stores	전점(0)	專占	자기 혼자서 차지함.	1395820
	n	3	前座	ぜんざ	opening performance, opening act, curtain raiser, minor performer	전좌(1)	典座	선원에서, 대중의 와구(臥具)와 식사 따위를 맡은 소임. 또는 그 일을 맡아보는 사람.	1393020
	n	3	畑地	はたち	farmland	전지(1)		아이들에게 억지로 약을 먹이려 할 때 위아래 턱을 벌려 입에 물리는 두 갈래가 진 막대기 따위의 물건.	1476550
	n	3	全編	ぜんぺん	whole book, whole volume, whole story	전편(1)	全篇	시문이나 서적 또는 영화 따위의 한 편 전체.	1396200
	n	3	前編	ぜんぺん	first part (of a book, film, etc.), first volume, prequel	전편(1)	全篇	시문이나 서적 또는 영화 따위의 한 편 전체.	1596340
	n	3	全戸	ぜんこ	all the houses (in an area), all the apartments (in a building), the whole family, the whole household	전호(1)	田戶	논밭의 소작인.	1395150
	n	3	田楽	でんがく	ritual music and dancing in shrines and temples, rice dance, rice festival, tofu (or fish, etc.) baked and coated with miso	전악(1)	典樂	궁중의 고아(高雅)한 음악.	1629880
	n	3	田舎者	いなかもの	person from the countryside, countryman, countryfolk, provincial person	전사-자(1)	全史字	조선 철종 때에 만든 구리 활자. 청조체(淸朝體)의 근대적 활자로, 약 8만 자를 만들었는데 조선 시대에 주조된 활자로서는 가장 나중에 만들어진 것이다. 운현궁에 보존되어 있으며, 인쇄본으로 ≪목재집(牧齋集)≫·≪양전편고(兩銓便攷)≫ 따위가 있다.	1442770
	n	3	前髪	まえがみ	forelock, bangs	전발(1)	前發	앞서 떠남.	1393880
	n	3	切干	きりぼし	dried daikon strips	절-간(1)	절間	‘절’을 속되게 이르는 말.	1383960
	n	3	絶交	ぜっこう	breaking off a relationship, permanent breach of friendship, rupture	절교(1)	折膠	아교가 굳어져 꺾이는 때라는 뜻으로, 늦가을 철을 이르는 말.	1386800
	n	3	絶叫	ぜっきょう	scream, shriek, shout, exclamation	절규(0)	絕叫	있는 힘을 다하여 절절하고 애타게 부르짖음.	1386780
	n	3	折目	おりめ	fold, crease, pleat, manners	절목(1)	折木	나무를 꺾거나 부러뜨림.	1589490
	n	3	絶壁	ぜっぺき	precipice, cliff, flat head	절벽(0)	絕壁	바위가 깎아 세운 것처럼 아주 높이 솟아 있는 험한 낭떠러지.	1386950
	n	3	切腹	せっぷく	seppuku, harakiri, ritual suicide by disembowelment, seppuku as a death penalty (where the convict is decapitated by a second as they make the motions to disembowel themself; Edo period)	절복(0)	折伏	나쁜 사람이나 외도(外道)·사도(邪道)를 꺾어 굴복시키는 일.	1385200
	n	3	切傷	きりきず	cut, gash, incision	절상(1)	切上	화폐 가치의 수준을 높이는 일.	1591800
	n	3	切身	きりみ	cut, slice (meat, fish), fillet	절신(0)	絕信	소식을 끊음. 또는 끊어진 소식.	1591880
	n	3	切羽	きりは	face, working face	체우(0)	滯雨	비 때문에 하는 수 없이 머물러 지냄.	1384960
	n	3	切株	きりかぶ	tree stump, stubble (rice, etc.)	절주(1)	節奏	음의 장단이나 강약 따위가 반복될 때의 그 규칙적인 음의 흐름.	1591790
