verdict	tier	llm	originMatch	band	headword	reading	glossEn	ko_word	ko_origin	ko_definition	llm_reason	id
1	2	2	Y	0	折衝	せっしょう	negotiation	절충(2)	折衝	적의 전차(戰車)를 후퇴시킨다는 뜻으로, 이해관계가 서로 다른 상대와 교섭하거나 담판함을 이르는 말. 충(衝)은 전차의 하나이다.	일본어의 '折衝'은 교섭/담판이라는 추상적 개념을 지칭하는 반면, 한국 표준국어대사전의 '절충 (2)'은 본래 전차를 후퇴시키는 구체적인 군사적 행위를 뜻하며, 현대 한국어에서는 주로 타협이나 양보라는 다른 의미로 쓰이는 동형이의 관계입니다.	1385950
2	2	2	Y	0	証券	しょうけん	bond, bill, certificate, security	증권(1)	證券	증거가 되는 문서나 서류.	일본어의 '증권'은 유가증권 (채권 등) 을 지칭하는 반면, 한국 표준국어대사전의 '증권'은 증거가 되는 문서나 서류라는 더 넓은 범주의 일반 명사로 정의되어 핵심 의미가 갈린다.	1351610
1	2	2	Y	0	丁寧	ていねい	polite, courteous, civil, careful	정녕(1)	丁寧	대하는 태도가 친절함.	일본어의 'ていね이'는 예의 바르고 신중한 태도를 뜻하는 반면, 한국 표준국어대사전의 '정녕'은 '진짜로', '실제로'라는 부사적 의미를 가지며 두 단어의 핵심 뜻은 완전히 다릅니다.	1427360
2	2	2	Y	0	定数	ていすう	fixed number, quorum (for an assembly), constant, invariable	정수(7)	定數	일정하게 정하여진 수효나 수량.	일본어의 '定数'은 집단의 구성원 수나 최소 인원을 뜻하는 '法定인수 (quorum)'를 의미하지만, 한국어의 '정수'는 수학적인 정수 또는 고정된 숫자량을 뜻하여 핵심 의미가 다릅니다.	1435660
2	2	2	Y	0	制作	せいさく	work (film, book), production, creation, turning (something) out	제작(1)	制作	규정이나 법식 따위를 생각하여 정함.	일본어의 '제작'은 물건을 만드는 행위 (production) 를 뜻하는 반면, 한국 표준국어대사전의 '제작'은 법규나 제도를 세우는 행위 (formulate) 를 뜻하여 핵심 의미가 다릅니다.	1374810
1	2	2	Y	0	制覇	せいは	conquest, domination, supremacy, mastery	제패(1)	制霸	패권을 잡음.	일본어의 '制覇'는 영토나 권력을 완전히 장악하는 것을 뜻하지만, 한국어 표준국어대사전의 표제어인 '제패'는 원어 한자가 '霸'로 되어 있어 일본어와 한자 표기 자체가 다르고, 한국에서는 주로 '패권'을 잡음이라는 의미로 쓰이는 반면 일본어에서는 '완전 승리/장악'에 더 초점을 맞추어 핵심 뉘앙스와 표기가 갈립니다.	1374930
2	2	2	Y	0	早急	そうきゅう	immediate, prompt, quick, rapid	조급(1)	早急	‘조급하다’의 어근.	일본어의 '早急'은 '조급하게/즉시'라는 부사적·형용사적 뉘앙스를 지닌 숙어로 쓰이는 반면, 한국 표준국어대사전의 '조급 (1)'은 '조급하다'라는 형용사의 어근으로 정의되어 핵심 의미와 문법적 기능이 다릅니다.	1581270
2	2	2	Y	0	調理	ちょうり	cooking, food preparation	조리(8)	調理	건강이 회복되도록 몸을 보살피고 병을 다스림.	일본어의 '調理'는 요리를 뜻하는 반면 한국 표준국어대사전의 '조리'는 병을 다스리는 의학 용어로 핵심 의미가 완전히 갈라져 동형이의에 해당합니다.	1429310
1	2	2	Y	0	祖父	そふ	grandfather, old man, kyogen mask used for the role of an old man	조부(2)	祖父	부모의 아버지를 이르는 말.	일본어의 '祖父'는 조부 (할아버지) 와 연극 가면의 두 가지 뜻이 공존하는 반면, 한국 표준국어대사전의 '조부'는 오직 부모의 아버지라는 한 가지 뜻만 지니므로 핵심 의미가 갈라져 동형이의에 해당한다.	1396840
2	2	2	Y	0	朝鮮	ちょうせん	Korea	조선(5)	朝鮮	우리나라 최초의 국가. 기원전 2333년 무렵에 단군왕검이 세운 나라로, 중국의 요동과 한반도 서북부 지역에 자리 잡았으며, 위만(衛滿)이 집권한 이후 강력한 국가로 성장하였으나 기원전 108년에 중국 한(漢)나라에 멸망하였다.	일본어의 'ちょうせん'은 지리명이나 역사적 국가를 가리키는 고유명사인 반면, 한국 표준국어대사전의 '조선 (5)'은 단군조선이라는 특정 왕조나 국가를 정의하는 일반 명사로서의 용법으로, 현대 한국어에서 '조선'은 주로 조선민주주의인민공화국 또는 그 이전 왕조를 지칭하는 데 쓰이며 일본어 뜻과 현대 한국어의 핵심 의미 범주가 완전히 일치하지 않는다.	1428420
1	2	2	Y	0	操作	そうさ	operation, management, handling, manipulating (to one's benefit)	조작(5)	操作	기계 따위를 일정한 방식에 따라 다루어 움직임.	일본어의 '操作'은 기계나 시스템을 다루는 행위 (handling/operation) 를 의미하는 반면, 한국어의 '조작'은 주로 부정적 뉘앙스를 가진 불법적인 간섭이나 부당한 개입을 뜻하여 핵심 의미가 갈린다.	1400050
2	2	2	Y	0	左翼	さよく	left wing, left wing (of a bird or aircraft), left wing (of an army, building, etc.), left flank	좌익(0)	左翼	새나 비행기 따위의 왼쪽 날개.	일본어의 '左翼'은 정치적 성향 (좌파) 을 의미하는 반면, 한국 표준국어대사전의 '좌익'은 새나 비행기의 왼쪽 날개라는 물리적 의미를 지녀 핵심 뜻이 갈린다.	1291060
2	2	2	Y	0	左前	ひだりまえ	wearing a kimono with the right side over the left (normally used only for the dead), downturn, recession, economic adversity	좌전(1)	左前	야구에서, 좌익수의 앞을 이르는 말.	일본어의 '左前'은 장례식 복장 관련 관용구와 경제 불황을 뜻하는 반면, 한국 표준국어대사전의 '좌전'은 야구 용어로 정의되어 핵심 의미가 완전히 다릅니다.	1290950
2	2	2	Y	0	周年	しゅうねん	whole year, entire year, n-th year anniversary	주년(1)	周年	매년 대림 제1주일에서 시작하여 성령 강림 뒤 마지막 주일까지의 일 년 동안.	일본어의 '周年'은 연도 기념일을 뜻하는 반면, 한국 표준국어대사전의 '주년'은 성령강림절 관련 기독교 용어로 뜻이 완전히 다릅니다.	1331240
1	2	2	Y	0	主義	しゅぎ	doctrine, rule, principle, -ism	주의(2)	主義	굳게 지키는 주장이나 방침.	일본어의 '주의'는 특정 사상이나 이념을 지칭하는 명사 (doctrine) 인 반면, 한국 표준국어대사전의 '주의 (2)'는 원칙이나 방침을 '굳게 지키는 행위'를 강조한 동사적 뉘앙스를 가진 표현으로 핵심 의미가 다릅니다.	1325260
2	2	2	Y	0	中身	なかみ	contents, interior, filling, substance	중신(2)	中身	청년과 노년의 중간에 이른 시기. 또는 그 시기에 있는 사람.	일본어의 '中身'은 물체의 내부 내용물을 뜻하는 반면, 한국 표준국어대사전의 '중신 (2)'은 인간 생애 단계 (청년과 노년 사이) 를 지칭하므로 핵심 의미가 다릅니다.	1599430
2	2	2	Y	0	中日	ちゅうにち	China and Japan, Chinese-Japanese, Sino-Japanese, middle day (of a sumo tournament, theatrical run, etc.)	중일(0)	中日	날을 육십갑자로 헤아릴 때, 한 달을 셋으로 나누어 십이지의 자(子), 묘(卯), 오(午), 유(酉)가 드는 날을 이르는 말.	일본어는 '중국과 일본'이라는 지명 조합을 뜻하는 반면 한국어는 육십갑자 중 특정 날짜를 가리키는 명칭으로 쓰여 핵심 의미가 완전히 다릅니다.	1425210
1	2	2	Y	0	中国	ちゅうごく	China, Chūgoku region (western part of Honshu comprising the prefectures of Okayama, Hiroshima, Yamaguchi, Tottori and Shimane), central part of a country, main region	중국(1)	中國	아시아 동부에 있는 나라. 황허강(黃河江)을 중심으로 고대 문명이 일어난 곳으로, 전설적인 삼황오제 시대를 시작으로 하나라·은나라·주나라·춘추 전국 시대·진(秦)나라·한나라·삼국 시대·진(晉)나라·남북조 시대·수나라·당나라·오대(五代)·송나라·원나라·명나라·청나라를 거쳐 1912년에 중화민국이 성립되었다. 그 뒤 1949년에 중국 공산당이 대륙을 장악하여 중국 본토에 중화 인민 공화국을 세우고, 국민 정부는 타이완으로 옮겼다. 광대한 영토에 농산물, 지하자원 따위의 각종 자원이 풍부하다.	일본어의 'Chūgoku'는 한국에서 말하는 '중국'이라는 국가를 지칭하는 것이 아니라, 일본 본토 서부에 위치한 특정 지역명을 뜻하므로 핵심 의미가 다릅니다.	1424270
2	2	2	Y	0	中学	ちゅうがく	junior high school, middle school, lower secondary school	중학(1)	中學	예전에, 고등 보통 교육과 전문 교육을 실시하던 중등학교. 수업 연한은 5~6년이다.	일본어의 '중학'은 현재 제 2 단계 학교인 중학교를 지칭하는 반면, 한국 표준국어대사전의 '중학'은 예전에 존재했던 고등 보통 교육 기관을 뜻하여 현대 한국어에서는 통용되지 않는 낡은 용어이다.	1423640
2	2	2	Y	0	地雷	じらい	land mine, topic that sets someone off, sensitive topic, taboo topic	지뢰(1)	地雷	땅속에 묻어 두고, 그 위를 사람이나 차량 따위가 지나가면 폭발하도록 만든 폭약.	한자는 동일하지만 일본어는 '민감한 주제'라는 추상적 의미로 확장된 반면 한국어는 '땅속 폭약'이라는 구체적인 물리적 대상만을 지칭하므로 핵심 뜻이 갈랐다.	1421520
2	2	2	Y	0	地味	じみ	plain, simple, subdued, sober	지미(1)	地味	어떤 식물에 맞고 안 맞는 땅의 성질.	일본어의 '지미'는 평범하거나 지루하다는 뜻의 형용사라면, 한국 표준국어대사전의 '지미'는 식물과 토양의 적합성을 나타내는 명사이므로 핵심 의미가 다릅니다.	1421490
2	2	2	Y	0	地盤	じばん	ground, crust (earth), bed (gravel, river, etc.), foundation (building, etc.)	지반(1)	地盤	땅의 표면.	일본어의 '지반'은 건축/토목에서 기초를 뜻하는 반면, 한국 표준국어대사전의 '지반 (1)'은 지질학적으로 땅 표면이나 지표층을 의미하여 핵심 의미가 갈린다.	1421420
2	2	2	Y	0	知事	ちじ	prefectural governor	지사(6)	知事	고려 시대에, 각 도의 도통사(都統使) 밑에 딸린 오품에서 육품까지의 벼슬.	일본어의 '지사'는 현청장 (prefectural governor) 을 지칭하는 반면, 한국 표준국어대사전의 '지사'는 고려 시대의 관직 명칭을 뜻하므로 핵심 의미와 시대적 배경이 완전히 다릅니다.	1420580
2	2	2	Y	0	地点	ちてん	spot, point, place, position	지점(3)	地點	땅 위의 일정한 점.	일본어의 '地点'은 구체적인 위치나 장소를 뜻하는 반면, 한국어의 '지점 (3)'은 주로 은행이나 회사의 지사처럼 조직이 설치된 특정 거점을 의미하여 핵심 의미가 갈린다.	1421380
1	2	2	Y	0	地下	ちか	underground, below the ground, world of the dead, the grave	지하(0)	地下	땅속이나 땅속을 파고 만든 구조물의 공간.	일본어의 '地下'는 유령이나 죽은 자의 세계를 뜻하는 은유적 의미가 강하지만, 한국 표준국어대사전의 정의는 물리적 땅속 공간이나 구조물을 지칭하는 실제적 의미로 한정되어 있어 핵심 뜻이 갈린다.	1420840
1	2	2	Y	0	集団	しゅうだん	group, mass	집단(0)	集團	여럿이 모여 이룬 모임.	일본어의 '집단'은 물리적 모임이나 군집을 뜻하는 반면, 한국 표준국어대사전의 '집단 (集團)'은 정치적·사회적 조직이나 특정 목적을 가진 단체를 지칭하는 데 주로 쓰이며, 일상적인 '모임'보다는 '조직화된 집단'이라는 뉘앙스가 강해 핵심 의미가 갈린다.	1333730
2	2	2	Y	0	指数	しすう	index, index number, indicator, exponent	지수(6)	指數	어떤 수나 문자의 오른쪽 위에 덧붙여 쓰여 그 거듭제곱을 한 횟수를 나타내는 문자나 숫자.	일본어의 '지수'는 통계적 지표나 지수를 의미하는 반면, 한국 표준국어대사전의 '지수'는 수학에서 거듭제곱의 횟수를 나타내는 문자를 뜻하므로 핵심 의미가 다릅니다.	1309860
2	2	2	Y	0	次々	つぎつぎ	in succession, one by one	차차(1)	次次	어떤 사물의 상태가 시간의 흐름에 따라 일정한 방향으로 조금씩 진행하는 모양.	일본어의 '次々'는 연속적으로 일어나는 동작을 강조하는 반면, 한국어의 '차차'는 상태가 서서히 변해가는 과정을 나타내므로 핵심 의미가 다릅니다.	1597850
2	2	2	Y	0	創業	そうぎょう	establishment (of a business), founding	창업(0)	創業	나라나 왕조 따위를 처음으로 세움.	일본어의 '창업'은 기업 설립을 뜻하는 반면, 한국 표준국어대사전의 '창업'은 국가나 왕조 등 정치 체제를 세우는 것을 뜻하여 핵심 의미가 다릅니다.	1398340
2	2	2	Y	0	債券	さいけん	bond, debenture	채권(1)	債券	남에게 빌린 돈의 금액을 적는 장부.	일본어의 '債券'은 금융 용어로 채권을 의미하는 반면, 한국 표준국어대사전의 '채권'은 빚을 적는 장부라는 뜻으로 핵심 의미가 다릅니다.	1292070
2	2	2	Y	0	天然	てんねん	nature, spontaneity, natural airhead	천연(1)	天然	사람의 힘을 가하지 아니한 상태.	일본어의 '천연'은 자연스러운 상태 (spontaneity) 를 뜻하는 반면, 한국 표준국어대사전의 '천연'은 사람의 힘을 가하지 않은 상태라는 정의가 있으나 현대 한국어에서는 주로 '인공적이지 않은'이라는 의미로 쓰이며 일본어와 완전히 동일한 범주의 단어는 아니며 동형이의에 해당한다.	1439580
2	2	2	Y	0	天皇	てんのう	Emperor of Japan	천황(1)	天皇	흔히 도가(道家)에서, ‘하느님’을 이르는 말.	일본어의 '천황'은 국가 수반을 지칭하는 고유명사이지만, 한국 표준국어대사전의 표제어는 도가에서 신을 이르는 일반 명사로 정의되어 핵심 의미가 완전히 갈라져 있습니다.	1582030
2	2	2	Y	0	天気	てんき	weather, fair weather, fine weather	천기(2)	天氣	하늘에 나타난 조짐.	일본어의 '天気'은 날씨라는 일반적 현상을 지칭하는 반면, 한국 표준국어대사전의 '천기 (天氣)'는 하늘에 나타나는 조짐이나 징조라는 특수한 의미를 가지는 동형이의어입니다.	1438690
2	2	2	Y	0	招致	しょうち	invitation, summons, bidding (e.g. to host the Olympics), calling	초치(0)	招致	불러서 안으로 들임.	일본어의 '招致'는 외부에서 초청하거나 불러오는 행위 (초청) 를 의미하는 반면, 한국 표준국어대사전의 '초치'는 주로 불길한 일을 초래하다거나 (불길함을) 부르는 부정적 뉘앙스를 지닌 동형이의어입니다.	1349640
1	2	2	Y	0	初戦	しょせん	first match (in a series)	초전(1)	初戰	전쟁이 시작된 첫머리.	일본어의 '初戦'은 시리즈 경기의 첫 번째 경기를 뜻하는 반면, 한국 표준국어대사전의 '초전'은 전쟁이 시작된 시점을 지칭하여 핵심 의미와 사용 범위가 다릅니다.	1939850
1	2	2	Y	0	最長	さいちょう	longest, oldest	최장(0)	最長	가장 긺.	일본어의 '最長'은 시간적 길이를 뜻하는 반면, 한국 표준국어대사전의 '최장'은 주로 길이 (길이가 가장 긴) 를 지칭하며, 일본어 예시에서 언급된 '가장 오래된'이라는 의미는 한국어 한자어 '최장'의 주된 뜻과 일치하지 않아 동형이의에 해당한다.	1657760
2	2	2	Y	0	追及	ついきゅう	investigation (e.g. into someone's guilt), questioning, pressing, hounding	추급(1)	追及	뒤쫓기어 따라잡힘. 또는 뒤쫓아서 따라잡음.	추급은 일본어에서 '조사/질문'이라는 뜻으로 쓰이는 반면 한국어에서는 '뒤쫓아 따라잡다'라는 물리적 추격의 의미만 가지므로 핵심 의미가 갈렸다.	1432480
2	2	2	Y	0	出力	しゅつりょく	output (electrical, signal, etc.)	출력(0)	出力	어떤 일에 필요한 돈이나 물자 따위를 내놓음.	일본어의 '출력'은 전기나 신호의 양을 나타내는 기술 용어인 반면, 한국 표준국어대사전의 '출력'은 돈이나 물자를 내놓는다는 추상적 행위 (출납) 를 뜻하여 핵심 의미가 다릅니다.	1340700
2	2	2	Y	0	出馬	しゅつば	running (for election), coming forward as a candidate, going on horseback (to a battle), going in person	출마(0)	出馬	말을 타고 나감.	일본어에서는 '후보로 나감'이라는 뜻으로 주로 쓰이지만 한국 표준국어대사전의 주된 정의는 '말을 타고 나감'이며, 현대 한국어에서 이 한자어를 '후보 등록'이라는 의미로 사용하거나 일본식 표현을 차용하는 경우는 드물어 핵심 쓰임이 갈린다.	1339980
2	2	2	Y	0	出身	しゅっしん	one's origin (e.g. city, country, parentage, school)	출신(0)	出身	출생 당시 가정이 속하여 있던 사회적 신분.	일본어의 '출신'은 출신지나 배경을 뜻하는 반면, 한국 표준국어대사전의 '출신'은 출생 당시의 사회적 신분이라는 고유한 역사적 의미를 지녀 핵심 의미가 갈린다.	1339260
2	2	2	Y	0	出身者	しゅっしんしゃ	alumnus (alumnae), graduate, old boy (girl), former member of an organization	출신-자(0)	出身者	문무과에 급제하고 아직 벼슬하지 아니한 사람. 조선 중기 이후에는 주로 무과에 급제하고 벼슬을 받지 못한 사람만을 가리켰다.	일본어는 '출신자'를 과거 구성원이나 동문으로 쓰지만, 한국 표준국어대사전은 조선 시대 문무과 급제 후 벼슬하지 않은 사람을 뜻하는 고유한 역사적 용어로 정의되어 핵심 의미가 갈린다.	1339280
2	2	2	Y	0	出場	しゅつじょう	participation (in a tournament, match, race, etc.), entry, taking part (in), competing (in)	출장(2)	出場	어떤 장소에 나감.	일본어의 '출장'은 경기나 행사에 참가하는 행위 (participation) 를 뜻하지만, 한국어의 '출장'은 업무상 다른 장소로 나가는 행위를 뜻하여 핵심 의미가 다릅니다.	1339220
2	2	2	Y	0	出向	しゅっこう	temporary transfer (of an employee), secondment, relocation, loan	출향(1)	出向	출발하거나 길을 떠나 목적지로 향함.	일본어의 '출향'은 인력 이동 (임대/이전) 을 뜻하는 반면, 한국 표준국어대사전의 '출향'은 단순히 목적지로 향하거나 떠나는 일반적인 행위를 뜻하므로 핵심 의미가 다릅니다.	1338870
2	2	2	Y	0	出来	しゅったい	occurrence, happening, taking place, completion	출래(0)	出來	안에서 밖으로 나옴.	일본어의 '出来'는 '결과/성공'을 뜻하는 관용적 의미인 반면, 한국 표준국어대사전의 '출래'는 단순히 '안에서 밖으로 나옴'이라는 문자 그대로의 공간적 이동 의미를 지니므로 핵심 뜻이 갈랐다.	1340420
1	2	2	Y	0	衝撃	しょうげき	impact, shock, impulse, (psychological) shock	충격(2)	衝擊	물체에 급격히 가하여지는 힘.	일본어의 '충격'은 물리적 타격뿐만 아니라 심리적 충격이나 전기적 자극 등 확장된 의미로 쓰이는 반면, 한국 표준국어대사전의 '충격 (衝擊)'은 주로 물체에 급격히 가해지는 힘이라는 좁은 물리적 정의에 한정되어 있어 핵심 의미가 갈린다.	1351510
1	2	2	Y	0	取扱	とりあつかい	treatment, service, handling, management	취급(0)	取扱	물건을 사용하거나 소재나 대상으로 삼음.	일본어의 '취급'은 물건을 다루거나 서비스를 제공하는 행위 (handling/service) 를 의미하는 반면, 한국 표준국어대사전의 '취급'은 주로 소재나 대상으로 삼는다는 추상적/일반적 의미를 지니며, 현대 한국어에서는 '서비스 제공'이라는 일본어적 뉘앙스가 일상적으로 쓰이지 않아 핵심 의미가 갈라져 있다.	1598990
1	2	2	Y	0	取締	とりしまり	control, management, supervision	취체(0)	取締	규칙, 법령, 명령 따위를 지키도록 통제함.	일본어의 '취서'는 행정적 감시와 집행 (관리/감독) 을 의미하는 반면, 한국 표준국어대사전의 '취체'는 법령을 지키도록 강제적으로 통제하거나 처벌한다는 엄격한 의미를 지니며, 현대 한국어에서는 이 단어가 거의 쓰이지 않아 두 단어의 실제 사용 범위와 뉘앙스가 갈라져 있습니다.	1599070
1	2	2	Y	0	取締役	とりしまりやく	company director, board member	취체-역(0)	取締役	예전에, 주식회사의 이사(理事)를 이르던 말.	일본어의 '취체역'은 현재 법적으로 이사를 지칭하는 표준 용어인 반면, 한국 표준국어대사전의 정의는 '예전에' 사용된 말임을 명시하여 시대적·용법적 의미가 갈라져 동형이의에 해당합니다.	1610920
2	2	2	Y	0	就労	しゅうろう	working, being employed, being hired	취로(2)	就勞	공사(工事)에 착수함. 또는 공사에 종사함.	일본어의 '就労'는 취업/근무라는 현대적 의미로 쓰이지만, 한국 표준국어대사전의 '취로 (就勞)'는 공사 착수나 종사라는 고전적/특정 분야 의미가므로 핵심 뜻이 갈랐다.	1331830
2	2	2	Y	0	打点	だてん	runs batted in, RBI, position of a ball when struck (e.g. in tennis, volleyball)	타점(2)	打點	붓이나 펜 따위로 점을 찍음.	일본어의 '打点'은 야구 용어로 타격 후 공이 땅에 닿는 위치를 뜻하는 반면, 한국 표준국어대사전의 '타점'은 붓이나 펜으로 점을 찍는 행위를 뜻하므로 핵심 의미가 완전히 다릅니다.	1776620
2	2	2	Y	0	態度	たいど	attitude, manner, behaviour, demeanour	태도(3)	態度	몸의 동작이나 몸을 가누는 모양새.	일본어의 '태도'는 마음가짐이나 행동방식을 뜻하는 반면, 한국 표준국어대사전의 '태도 (3)'는 신체 동작이나 자세를 지칭하는 별개의 의미로 정의되어 핵심 뜻이 갈립니다.	1410780
2	2	2	Y	0	土木	どぼく	engineering works, civil engineering, public works	토목(1)	土木	흙과 나무를 아울러 이르는 말.	일본어의 '土木'은 공학 분야 (토목공학) 의 전문 용어로 쓰이지만, 한국어의 '土木'은 흙과 나무라는 물질 자체를 가리키는 일반 명사이므로 핵심 의미가 다릅니다.	1445570
2	2	2	Y	0	通達	つうたつ	notification, official notice, directive (e.g. from higher to lower levels of the administration), being well versed (in)	통달(2)	通達	막힘없이 환히 통함.	일본어의 '통달'은 상명하달이나 전문지식이라는 뜻으로 쓰이는 반면, 한국 표준국어대사전의 '통달 (2)'은 막힘없이 잘 통한다는 물리적/추상적 의미로 정의되어 핵심 의미가 갈린다.	1433460
2	2	2	Y	0	土壌	どじょう	soil, breeding ground (for), fertile ground (for)	토양(0)	土壤	지구의 표면을 덮고 있는, 바위가 부스러져 생긴 가루인 무기물과 동식물에서 생긴 유기물이 섞여 이루어진 물질.	일본어의 '土壌'은 주로 농경지나 생태계의 기반이라는 확장된 의미 (breeding ground/fertile ground) 를 지니는 반면, 한국 표준국어대사전의 '토양'은 엄밀한 지질학적 정의 (무기물과 유기물의 혼합물) 에 집중하여 핵심 의미가 갈린다.	1445380
2	2	2	Y	0	退陣	たいじん	resignation, stepping down, retirement, retreat	퇴진(0)	退陣	군대의 진지를 뒤로 물림.	일본어의 '퇴진'은 정치인이나 군인의 사임/복귀를 뜻하는 반면, 한국 표준국어대사전의 '퇴진'은 군사 용어로 진지를 후퇴시키는 행위를 지칭하여 핵심 의미가 다릅니다.	1411430
1	2	2	Y	0	投機	とうき	speculation, venture, stockjobbing, gambling (on stocks)	투기(4)	投機	기회를 틈타 큰 이익을 보려고 함. 또는 그 일.	일본어의 '투기'는 주식 등 금융상품을 매수·매도하여 차익을 노리는 행위 (speculation) 를 의미하는 반면, 한국 표준국어대사전의 '투기'는 기회를 틈타 큰 이익을 보려는 일반적인 행위를 뜻하며, 현대 한국어에서는 주로 불법적이거나 위험한 투쟁이나 도박적 행위를 지칭하는 부정적 뉘앙스를 강하게 띠어 핵심 쓰임이 갈렸다.	1447120
2	2	2	Y	0	投書	とうしょ	letter (e.g. of complaint), letter to the editor, letter from a reader, contribution (to a newspaper, magazine, etc.)	투서(2)	投書	드러나지 않은 사실의 내막이나 남의 잘못을 적어서 어떤 기관이나 대상에게 몰래 보내는 일. 또는 그런 글.	일본어는 신문 등에 보내는 일반 편지나 기고문을 뜻하는 반면, 한국어는 남의 잘못을 고발하거나 드러내지 않은 사실을 몰래 보내는 특정 행위를 뜻하여 핵심 의미가 갈린다.	1447270
2	2	2	Y	0	把手	とって	handle, grip, knob	파수(1)	把手	손을 잡음.	일본어의 '把手'는 물체의 손잡이를 가리키는 명사이지만, 한국어의 '파수'는 '손을 잡다'라는 동사적 의미를 지녀 핵심 뜻이 다릅니다.	1598780
1	2	2	Y	0	評価	ひょうか	valuation, appraisal, evaluation, assessment	평가(3)	評價	물건값을 헤아려 매김. 또는 그 값.	일본어의 '평가'는 추상적인 가치 판단이나 성과 측정을 의미하는 반면, 한국 표준국어대사전의 '평가 (3)'는 구체적으로 물건의 가격을 헤아리는 행위나 그 가격 자체를 뜻하여 핵심 의미가 갈린다.	1490010
1	2	2	Y	0	平壌	ピョンヤン	Pyongyang (North Korea)	평양(0)	平壤	평안남도 서남쪽에 있는 도시. 우리나라에서 가장 오랜 역사를 지닌 도시로 관서 지방의 경제, 문화, 교통 중심지이다. 고무·담배·방직 따위의 공업이 발달하였으며, 명승지로 부벽루, 을밀대, 모란대 따위가 있다. 평안남도의 도청 소재지이다. 면적은 2,800㎢.	일본어의 '平壌'은 북한 수도인 평양을 지칭하는 고유명사이지만, 한국 표준국어대사전의 표제어 '평양'은 평안남도 서남쪽에 위치한 대한민국의 역사적 도시를 정의하는 일반 명사이며 두 단어는 지리적으로 다른 곳을 가리키므로 동형이의에 해당합니다.	1752020
1	2	2	Y	0	爆弾	ばくだん	bomb, alcohol with liquor added (esp. wine-based shōchū highball, also beer with whiskey)	폭탄(0)	爆彈	인명 살상이나 구조물 파괴를 위하여 금속 용기에 폭약을 채워서 던지거나 쏘거나 떨어뜨려서 터뜨리는 폭발물.	한자는 동일하지만 일본어에서는 폭탄과 술 (특히 쇼추 하이볼) 의 두 가지 전혀 다른 뜻이 공존하는 동형이의어입니다.	1475870
2	2	2	Y	0	風邪	かぜ	(common) cold, influenza, flu, ague	풍사(2)	風邪	육음(六淫)의 하나. 바람이 병의 원인으로 작용한 것을 이르는 말이다.	일본어의 '風邪'는 감기라는 구체적인 질병을 지칭하는 반면, 한국 표준국어대사전의 '풍사'는 바람이 병의 원인이 된다는 일반적인 개념이나 육음 중 하나를 뜻하며, 현대 한국어에서는 이 한자어를 거의 사용하지 않아 핵심 쓰임과 의미가 갈린다.	1583720
2	2	2	Y	0	風俗	ふうぞく	manners, customs, public morals, sex service	풍속(1)	風俗	옛날부터 그 사회에 전해 오는 생활 전반에 걸친 습관 따위를 이르는 말.	일본어의 '풍속'은 주로 성관행이나 유흥업소를 지칭하는 반면, 한국어의 '풍속'은 사회 전체의 생활 습관과 관습을 포괄하는 광의의 개념으로 뜻이 갈린다.	1499960
2	2	2	Y	0	必死	ひっし	frantic, frenetic, desperate, inevitable death	필사(1)	必死	반드시 죽음. 또는 살 가망이 없음.	일본어의 '必死'는 '마침내 죽을 수밖에 없는 절박한 상황'이라는 관용적 의미로 쓰이는 반면, 한국 표준국어대사전의 '필사 (1)'는 문자 그대로의 '반드시 죽음' 또는 '살아남을 가능성 없음'이라는 직역적 의미를 지니며, 일본어에서 쓰이는 '마침내 죽을 수밖에 없는 절박한 상황'이라는 뜻은 한국 사전에는 별도의 표제어로 등록되지 않아 핵심 의미가 갈린다.	1601890
1	2	2	Y	0	何人	なにびと	anyone, any person, whoever	하인(2)	何人	어떤 사람.	일본어의 '何人'은 '누구/어떤 사람'을 뜻하는 반면, 한국어의 '하인 (何人)'은 일본식 한자음 차용어로 원래의 '누구'라는 뜻이 사라져 '종업원'이라는 완전히 다른 의미로 전용된 동형이의 관계입니다.	2006130
2	2	2	Y	0	韓国	かんこく	South Korea, Republic of Korea, Korean Empire (1897-1910)	한국(5)	韓國	‘대한 제국’을 줄여 이르는 말.	일본어의 '한국'은 지명 (대한민국/남한) 을 가리키는 반면, 한국 표준국어대사전의 '한국'은 역사적 국호인 '대한제국'을 줄여 부르는 특정 용어로 정의되어 핵심 의미가 다릅니다.	1216170
1	2	2	Y	0	抗争	こうそう	rivalry, feud, conflict, dispute	항쟁(0)	抗爭	맞서 싸움.	일본어의 '抗争'은 권력이나 의견에 맞서 싸우는 행위 (rivalry/conflict) 를 의미하지만, 한국 표준국어대사전의 '항쟁'은 특정 이념이나 목적을 위해 국가나 체제와 맞서 싸우는 정치적·사회적 투쟁이라는 더 구체적이고 격렬한 뉘앙스를 지니므로 핵심 의미가 갈린다.	1278950
1	2	2	Y	0	革命	かくめい	revolution, 58th year of the sexagenary cycle (in Onmyōdō)	혁명(0)	革命	헌법의 범위를 벗어나 국가 기초, 사회 제도, 경제 제도, 조직 따위를 근본적으로 고치는 일.	일본어의 '혁명'은 천체 운동에 따른 육십갑자 순서 (58 년) 를 뜻하는 전문 용어인 반면, 한국어의 '혁명'은 사회·정치적 체제 변화를 뜻하므로 핵심 의미가 완전히 다릅니다.	1206500
